Num;AvgWait;DesvPad;TimeStamp
0;0;0;12:03:47
0;0;0;12:03:48
0;0;0;12:03:49
0;0;0;12:03:50
1;0.0;0;12:03:51
1;0.0;0;12:03:52
1;0.0;0;12:03:53
1;0.0;0;12:03:54
1;0.0;0;12:03:55
2;0.0;0;12:03:56
2;0.0;0;12:03:57
2;0.0;0;12:03:58
2;0.0;0;12:03:59
2;0.0;0;12:04:00
3;0.0;0;12:04:01
3;0.0;0;12:04:02
3;0.0;0;12:04:03
4;0.0;0;12:04:04
4;0.0;0;12:04:05
5;0.0;0;12:04:06
5;0.0;0;12:04:07
5;0.0;0;12:04:08
6;0.0;0;12:04:09
6;0.0;0;12:04:11
6;0.0;0;12:04:12
6;0.0;0;12:04:13
6;0.0;0;12:04:14
6;0.0;0;12:04:15
6;0.0;0;12:04:16
6;0.0;0;12:04:17
7;0.0;0;12:04:18
8;0.0;0;12:04:19
8;0.0;0;12:04:20
8;0.0;0;12:04:21
9;0.0;0;12:04:22
10;0.0;0;12:04:23
10;0.0;0;12:04:24
11;0.0;0;12:04:25
11;0.0;0;12:04:26
11;0.0;0;12:04:27
11;0.0;0;12:04:28
11;0.0;0;12:04:29
11;0.0;0;12:04:30
11;0.0;0;12:04:31
11;0.0;0;12:04:32
11;0.0;0;12:04:33
12;0.0;0;12:04:34
13;0.0;0;12:04:35
13;0.0;0;12:04:36
13;0.0;0;12:04:37
15;0.0;0;12:04:38
16;0.0;0;12:04:39
16;0.0;0;12:04:41
17;0.0;0;12:04:42
18;0.0;0;12:04:43
18;0.0;0;12:04:44
19;0.0;0;12:04:45
19;0.0;0;12:04:46
19;0.0;0;12:04:47
16;0.0;0;12:04:48
12;0.0;0;12:04:49
11;0.0;0;12:04:50
10;0.0;0;12:04:51
8;0.0;0;12:04:52
8;0.0;0;12:04:53
7;0.0;0;12:04:54
5;0.0;0;12:04:55
4;0.0;0;12:04:56
3;0.0;0;12:04:57
3;0.0;0;12:04:58
3;0.0;0;12:04:59
3;0.0;0;12:05:00
3;0.0;0;12:05:01
3;0.0;0;12:05:02
4;0.0;0;12:05:03
4;0.0;0;12:05:04
4;0.0;0;12:05:05
4;0.0;0;12:05:06
4;0.0;0;12:05:07
4;0.0;0;12:05:08
4;0.0;0;12:05:09
5;0.0;0;12:05:11
5;0.0;0;12:05:12
6;0.0;0;12:05:13
6;0.0;0;12:05:14
7;0.0;0;12:05:15
7;0.0;0;12:05:16
7;0.0;0;12:05:17
7;0.0;0;12:05:18
7;0.0;0;12:05:19
8;0.0;0;12:05:20
8;0.0;0;12:05:21
8;0.0;0;12:05:22
9;0.0;0;12:05:23
9;0.0;0;12:05:24
10;0.0;0;12:05:25
10;0.0;0;12:05:26
11;0.0;0;12:05:27
11;0.0;0;12:05:28
11;0.0;0;12:05:29
12;0.0;0;12:05:30
12;0.0;0;12:05:31
12;0.0;0;12:05:32
12;0.0;0;12:05:33
13;0.0;0;12:05:34
13;0.0;0;12:05:35
13;0.0;0;12:05:36
13;0.0;0;12:05:37
13;0.0;0;12:05:38
13;0.0;0;12:05:39
14;0.0;0;12:05:40
14;0.0;0;12:05:41
14;0.0;0;12:05:43
14;0.0;0;12:05:44
14;0.0;0;12:05:45
14;0.0;0;12:05:46
14;0.0;0;12:05:47
14;0.0;0;12:05:48
10;0.0;0;12:05:49
8;0.0;0;12:05:50
6;0.0;0;12:05:51
5;0.0;0;12:05:52
4;0.0;0;12:05:53
3;0.0;0;12:05:54
3;0.0;0;12:05:55
2;0.0;0;12:05:56
2;0.0;0;12:05:57
2;0.0;0;12:05:58
2;0.0;0;12:05:59
2;0.0;0;12:06:00
2;0.0;0;12:06:01
2;0.0;0;12:06:02
