0
5,5
4,6
0
19,3
13,7
7,2
11,2
9,4
6,0
4,4
0
7,1
2,5
0
1,1
0
1,2
1,5
6,0
4,1
0,8
8,1
12,6
7,3
5,9
0,9
0,5
7,0
3,8
2,2
